pos,neu,neg
0.071,0.843,0.085
0.142,0.647,0.211
0,0.671,0.329
0.127,0.873,0
0.321,0.591,0.088
0.28,0.619,0.101
0.347,0.653,0
0.261,0.739,0
0.237,0.577,0.185
0.07,0.663,0.267
0.266,0.734,0
0,1,0
0.066,0.842,0.092
0,1,0
0,1,0
0.22,0.725,0.055
0.303,0.697,0
0,1,0
0.053,0.73,0.217
0.247,0.753,0
0.096,0.904,0
0.034,0.881,0.085
0.284,0.615,0.101
0.166,0.724,0.11
0.209,0.735,0.056
0.337,0.663,0
0,1,0
0.207,0.68,0.114
0.315,0.685,0
0.118,0.605,0.278
0,1,0
0,1,0
0,1,0
0,0.935,0.065
0.203,0.668,0.13
0.303,0.67,0.027
0.188,0.592,0.22
0,0.946,0.054
0.227,0.609,0.164
0.092,0.673,0.235
0,1,0
0,0.891,0.109
0.149,0.851,0
0.214,0.671,0.116
0.069,0.683,0.249
0.198,0.802,0
0.233,0.767,0
0,1,0
0,1,0
0,1,0
0.083,0.917,0
0.082,0.918,0
0.418,0.541,0.041
0.252,0.748,0
0.257,0.671,0.071
0.322,0.632,0.046
0.152,0.719,0.129
0.225,0.658,0.117
0.096,0.772,0.132
0.171,0.624,0.205
0.062,0.878,0.06
0.278,0.663,0.058
0.465,0.535,0
0.082,0.875,0.043
0.222,0.724,0.053
0.162,0.838,0
0.114,0.886,0
0.138,0.814,0.048
0.139,0.727,0.134
0.155,0.845,0
0.237,0.763,0
0.231,0.769,0
0.191,0.733,0.076
0.276,0.694,0.03
0.141,0.859,0
0.089,0.697,0.215
0,0.819,0.181
0.069,0.827,0.104
0.109,0.806,0.084
0.274,0.548,0.178
0,1,0
0.088,0.841,0.071
0.373,0.627,0
0,1,0
0.037,0.923,0.041
0.113,0.887,0
0,1,0
0.072,0.864,0.064
0.051,0.949,0
0.069,0.931,0
0,0.629,0.371
0.068,0.877,0.055
0.449,0.551,0
0.15,0.85,0
0.165,0.692,0.143
0.303,0.697,0
0.15,0.85,0
0.179,0.821,0
0.191,0.809,0
0,0.726,0.274
0,0.674,0.326
0.157,0.747,0.096
0.2,0.643,0.157
0.1,0.786,0.114
0.097,0.804,0.099
0.202,0.702,0.096
0,0.835,0.165
0,1,0
0,0.847,0.153
0.074,0.84,0.086
0,0.812,0.188
0.198,0.642,0.16
0.079,0.921,0
0.154,0.846,0
0.114,0.761,0.125
0.259,0.741,0
0.046,0.954,0
0,0.858,0.142
0.104,0.896,0
0,1,0
0.281,0.692,0.027
0.081,0.834,0.084
0,0.926,0.074
0.056,0.944,0
0.124,0.826,0.049
0.08,0.92,0
0.08,0.92,0
0.114,0.759,0.127
0.301,0.699,0
0.401,0.599,0
0.103,0.897,0
0.302,0.698,0
0,0.823,0.177
0.135,0.865,0
0.06,0.823,0.117
0.08,0.808,0.113
0,0.848,0.152
0.067,0.854,0.079
0.193,0.807,0
0.363,0.637,0
0,1,0
0.406,0.594,0
0.284,0.716,0
0.102,0.795,0.104
0,0.694,0.306
0,0.706,0.294
0.093,0.824,0.083
0,1,0
0,0.893,0.107
0,0.794,0.206
0,1,0
0,1,0
0.158,0.796,0.047
0,0.822,0.178
0.137,0.863,0
0.055,0.904,0.042
0.104,0.753,0.144
0.048,0.703,0.249
0.08,0.788,0.132
0.054,0.869,0.077
0.08,0.672,0.248
0.051,0.828,0.121
0,0.952,0.048
0.066,0.676,0.258
0.097,0.583,0.32
0,0.832,0.168
0.126,0.582,0.292
0,0.8,0.2
0.076,0.749,0.175
0.147,0.853,0
0.132,0.727,0.141
0,0.761,0.239
0.171,0.628,0.201
0.07,0.677,0.254
0.124,0.876,0
0.051,0.665,0.284
0.295,0.705,0
0.282,0.596,0.122
0.1,0.9,0
0,0.7,0.3
0,0.713,0.287
0,0.918,0.082
0.106,0.639,0.255
0.178,0.717,0.105
0.214,0.705,0.082
0.176,0.78,0.044
0.058,0.717,0.225
0.208,0.706,0.086
0.067,0.865,0.067
0.177,0.728,0.094
0.193,0.741,0.066
0,0.766,0.234
0,1,0
0.205,0.795,0
0,0.813,0.187
0,0.943,0.057
0.155,0.631,0.214
0.17,0.774,0.055
0.124,0.79,0.086
0.103,0.835,0.062
0.148,0.728,0.124
0,0.966,0.034
0.069,0.931,0
0.257,0.743,0
0,1,0
0,0.931,0.069
0.206,0.794,0
0.189,0.811,0
0.049,0.862,0.089
0.042,0.891,0.067
0.137,0.608,0.255
0.056,0.884,0.06
0.1,0.9,0
0.082,0.918,0
0.159,0.841,0
0,1,0
0.053,0.628,0.319
0.07,0.93,0
0.098,0.902,0
0.15,0.606,0.244
0.137,0.631,0.232
0.041,0.714,0.245
0.042,0.778,0.18
0.072,0.685,0.243
0.316,0.545,0.139
0.049,0.897,0.055
0.165,0.835,0
0.134,0.711,0.155
0.244,0.756,0
0.326,0.674,0
0,1,0
0.178,0.667,0.155
0,1,0
0.064,0.78,0.156
0.455,0.494,0.052
0.106,0.894,0
0,0.87,0.13
0.158,0.842,0
0.06,0.94,0
0.128,0.872,0
0.063,0.937,0
0.045,0.885,0.069
0.063,0.773,0.164
0.062,0.842,0.096
0.233,0.767,0
0.327,0.626,0.047
0.274,0.726,0
0.181,0.777,0.043
0.285,0.573,0.142
0.155,0.767,0.078
0,1,0
0.107,0.893,0
0.08,0.797,0.122
0,0.935,0.065
0.098,0.841,0.061
0.342,0.567,0.091
0.144,0.79,0.066
0.193,0.615,0.192
0.234,0.699,0.066
0.305,0.519,0.176
0.104,0.78,0.116
0.267,0.733,0
0.167,0.753,0.08
0.159,0.841,0
0.106,0.894,0
0.068,0.932,0
0.084,0.916,0
0.204,0.796,0
0,0.82,0.18
0.216,0.723,0.061
0.231,0.769,0
0.163,0.837,0
0,0.771,0.229
0,0.739,0.261
0.077,0.923,0
0.06,0.81,0.129
0.143,0.753,0.104
0.381,0.547,0.072
0.079,0.842,0.079
0,0.912,0.088
0,0.942,0.058
0,1,0
0.091,0.741,0.168
0,1,0
0.205,0.664,0.13
0,0.896,0.104
0,0.887,0.113
0,0.558,0.442
0.202,0.748,0.049
0.08,0.831,0.089
0.084,0.793,0.123
0.094,0.825,0.081
0,0.77,0.23
0.081,0.667,0.251
0.095,0.675,0.23
0,0.606,0.394
0.088,0.603,0.309
0.043,0.742,0.215
0.322,0.535,0.142
0.134,0.662,0.205
0.121,0.694,0.185
0.089,0.911,0
0.285,0.558,0.157
0.059,0.941,0
0.293,0.636,0.071
0.509,0.422,0.069
0.238,0.762,0
0,0.902,0.098
0.142,0.74,0.118
0.363,0.637,0
0,1,0
0.034,0.814,0.152
0.214,0.786,0
0.283,0.59,0.127
0.163,0.695,0.143
0,0.731,0.269
0.289,0.667,0.044
0.084,0.799,0.116
0.073,0.927,0
0,0.933,0.067
0.314,0.622,0.063
0.16,0.681,0.159
0.165,0.79,0.045
0,1,0
0,0.768,0.232
0.158,0.758,0.085
0.22,0.578,0.201
0.195,0.717,0.088
0.071,0.929,0
0.177,0.724,0.099
0.28,0.72,0
0,0.826,0.174
0.084,0.734,0.182
0.272,0.657,0.071
0.152,0.777,0.071
0.162,0.628,0.21
0,0.76,0.24
0.121,0.801,0.078
0.168,0.753,0.078
0,0.905,0.095
0.177,0.754,0.069
0.093,0.83,0.077
0.108,0.616,0.276
0.306,0.62,0.075
0.043,0.869,0.088
0.238,0.762,0
0,1,0
0.15,0.85,0
0.088,0.838,0.073
0,0.927,0.073
0.192,0.808,0
0.239,0.761,0
0.244,0.678,0.078
0.038,0.887,0.074
0.118,0.831,0.051
0.108,0.818,0.073
0,1,0
0.172,0.828,0
0.333,0.667,0
0.209,0.791,0
0.441,0.559,0
0.111,0.857,0.032
0,0.872,0.128
0,1,0
0.146,0.854,0
0.161,0.839,0
0,1,0
0.451,0.549,0
0.073,0.892,0.035
0.123,0.832,0.045
0.072,0.928,0
0,0.94,0.06
0.165,0.693,0.142
0.478,0.459,0.063
0.181,0.682,0.137
0.317,0.683,0
0.308,0.524,0.168
0.078,0.867,0.055
0.165,0.835,0
0,0.668,0.332
0.222,0.734,0.044
0.397,0.472,0.131
0.145,0.708,0.147
0.182,0.736,0.082
0.294,0.706,0
0.184,0.816,0
0.073,0.706,0.221
0.261,0.618,0.121
0.298,0.702,0
0.127,0.743,0.13
0.173,0.699,0.128
0.191,0.729,0.08
0.074,0.867,0.059
0.351,0.589,0.06
0.231,0.699,0.071
0.054,0.691,0.255
0.171,0.735,0.093
0.088,0.837,0.075
0.212,0.788,0
0.075,0.925,0
0.261,0.739,0
0.127,0.873,0
0.167,0.721,0.112
0.087,0.742,0.171
0.09,0.808,0.102
0.051,0.728,0.222
0.067,0.784,0.15
0.274,0.645,0.081
0.254,0.613,0.132
0,0.924,0.076
0.094,0.906,0
0.196,0.804,0
0,0.898,0.102
0.197,0.752,0.051
0.077,0.923,0
0.079,0.921,0
0.23,0.688,0.082
0.07,0.718,0.211
0.133,0.689,0.177
0.125,0.77,0.106
0,1,0
0,1,0
0,1,0
0.063,0.937,0
0.159,0.818,0.024
0.393,0.607,0
0.241,0.72,0.039
0.23,0.55,0.22
0.049,0.899,0.052
0.271,0.729,0
0.303,0.697,0
0.214,0.682,0.104
0.283,0.717,0
0.325,0.675,0
0.106,0.77,0.124
0.161,0.839,0
0.092,0.768,0.14
0.281,0.719,0
0,1,0
0.067,0.933,0
0.171,0.829,0
0.277,0.723,0
0,1,0
0.07,0.93,0
0.224,0.702,0.074
0.252,0.649,0.099
0.165,0.765,0.071
0.187,0.813,0
0,0.9,0.1
0.073,0.719,0.209
0,0.854,0.146
0.336,0.544,0.12
0.14,0.86,0
0.086,0.764,0.15
0.23,0.734,0.036
0.267,0.695,0.037
0.257,0.743,0
0.123,0.877,0
0.089,0.693,0.218
0.165,0.835,0
0,0.927,0.073
0.183,0.817,0
0,1,0
0.097,0.903,0
0,1,0
0.093,0.843,0.065
0.124,0.833,0.043
0.157,0.783,0.06
0.106,0.738,0.156
0,0.926,0.074
0.049,0.951,0
0.242,0.683,0.075
0.122,0.878,0
0,0.95,0.05
0.271,0.729,0
0.127,0.873,0
0.156,0.806,0.038
0.218,0.72,0.062
0.137,0.78,0.083
0,0.792,0.208
0,0.909,0.091
0.128,0.794,0.077
0.07,0.815,0.114
0.157,0.811,0.032
0.06,0.843,0.097
0.08,0.689,0.231
0.081,0.919,0
0.348,0.652,0
0.11,0.79,0.099
0.042,0.958,0
0.066,0.895,0.039
0.121,0.879,0
0.105,0.895,0
0.074,0.865,0.061
0.162,0.755,0.083
0.097,0.903,0
0.257,0.66,0.082
0.054,0.871,0.075
0.184,0.62,0.196
0.234,0.766,0
0.101,0.866,0.033
0.04,0.853,0.106
0.04,0.784,0.175
0.049,0.693,0.258
0,0.662,0.338
0.113,0.634,0.252
0.238,0.762,0
0.081,0.626,0.293
0.157,0.843,0
0,1,0
0.053,0.947,0
0,0.891,0.109
0.076,0.846,0.078
0.161,0.72,0.119
0.227,0.634,0.138
0.112,0.888,0
0,0.944,0.056
0.26,0.662,0.077
0.189,0.811,0
0.344,0.656,0
0.055,0.834,0.11
0.274,0.608,0.118
0.125,0.771,0.105
0.075,0.81,0.115
0.136,0.864,0
0.209,0.791,0
0.308,0.692,0
0.268,0.732,0
0.087,0.913,0
0.068,0.932,0
0.052,0.948,0
0.201,0.799,0
0,0.915,0.085
0.125,0.767,0.108
0.27,0.73,0
0,1,0
0.045,0.811,0.144
0.06,0.755,0.185
0.13,0.786,0.083
0.055,0.767,0.179
0.389,0.611,0
0.201,0.721,0.078
0.248,0.693,0.059
0.178,0.69,0.132
0.052,0.791,0.157
0.217,0.591,0.191
0.21,0.758,0.032
0,0.92,0.08
0,1,0
0.244,0.671,0.084
0.144,0.771,0.085
0.064,0.762,0.175
0.128,0.705,0.167
0.141,0.859,0
0.263,0.699,0.038
0.119,0.881,0
0.168,0.832,0
0.069,0.931,0
0.249,0.751,0
0.245,0.715,0.04
0,1,0
0.28,0.664,0.055
0.123,0.722,0.155
0.221,0.656,0.123
0.069,0.871,0.06
0.104,0.83,0.066
0.09,0.678,0.232
0.035,0.801,0.164
0.082,0.709,0.209
0.252,0.748,0
0.251,0.654,0.096
0.056,0.784,0.16
0.099,0.723,0.177
0,1,0
0.132,0.814,0.054
0,0.81,0.19
0,1,0
0.047,0.953,0
0.277,0.47,0.253
0.348,0.612,0.04
0.05,0.713,0.237
0.106,0.732,0.161
0.191,0.687,0.122
0.225,0.719,0.056
0.116,0.599,0.285
0,0.825,0.175
0.061,0.755,0.183
0,0.735,0.265
0.328,0.614,0.058
0.148,0.602,0.25
0.13,0.814,0.056
0.274,0.726,0
0.153,0.847,0
0.176,0.824,0
0,0.779,0.221
0.13,0.87,0
0,0.856,0.144
0.138,0.788,0.073
0,0.916,0.084
0.094,0.906,0
0.09,0.812,0.098
0,0.8,0.2
0.076,0.842,0.083
0.263,0.617,0.12
0,0.861,0.139
0,1,0
0.097,0.707,0.196
0.057,0.943,0
0.283,0.666,0.051
0.25,0.59,0.161
0.252,0.509,0.238
0.132,0.761,0.108
0.198,0.654,0.148
0.057,0.943,0
0.134,0.806,0.06
0.094,0.71,0.196
0.639,0.361,0
0.112,0.794,0.094
0,0.903,0.097
0,0.877,0.123
0.187,0.813,0
0.279,0.721,0
0.233,0.767,0
0.083,0.843,0.074
0.19,0.715,0.095
0.081,0.919,0
0.085,0.915,0
0.248,0.596,0.157
0.227,0.561,0.212
0,0.753,0.247
0.079,0.81,0.111
0,0.719,0.281
0.045,0.955,0
0.122,0.71,0.168
0.335,0.665,0
0.17,0.707,0.123
0.134,0.866,0
0.077,0.864,0.058
0.124,0.876,0
0,1,0
0.186,0.753,0.061
0,0.849,0.151
0.223,0.645,0.132
0,0.924,0.076
0.063,0.937,0
0,0.933,0.067
0.059,0.941,0
0.053,0.811,0.135
0,0.892,0.108
0.153,0.786,0.062
0,1,0
0.234,0.619,0.147
0.259,0.598,0.143
0,0.806,0.194
0,0.8,0.2
0.174,0.763,0.063
0,0.79,0.21
0.186,0.771,0.043
0.171,0.776,0.053
0.118,0.882,0
0.169,0.708,0.123
0.206,0.694,0.1
0.066,0.934,0
0.047,0.808,0.146
0.233,0.718,0.048
0.094,0.906,0
0.09,0.786,0.124
0.145,0.783,0.072
0.145,0.855,0
0.135,0.788,0.077
0,0.898,0.102
0.383,0.617,0
0.125,0.749,0.127
0,1,0
0,0.941,0.059
0.054,0.946,0
0.221,0.603,0.176
0,1,0
0.132,0.792,0.076
0.06,0.94,0
0.267,0.693,0.04
0.109,0.791,0.1
0.11,0.89,0
0.148,0.776,0.076
0.203,0.797,0
0,1,0
0.368,0.632,0
0.096,0.904,0
0.342,0.658,0
0.071,0.807,0.122
0.089,0.83,0.081
0.055,0.883,0.062
0.088,0.704,0.208
0,1,0
0.251,0.749,0
0.094,0.906,0
0.118,0.804,0.079
0.308,0.601,0.09
0.069,0.794,0.138
0.097,0.679,0.224
0.058,0.665,0.277
0.137,0.863,0
0.101,0.835,0.064
0.057,0.895,0.049
0.034,0.76,0.206
0,0.8,0.2
0.099,0.776,0.125
0.166,0.834,0
0,1,0
0,1,0
0,0.967,0.033
0.205,0.637,0.158
0,0.94,0.06
0.155,0.78,0.065
0,0.919,0.081
0.176,0.719,0.105
0.1,0.711,0.19
0,0.683,0.317
0.054,0.749,0.197
0.045,0.735,0.221
0.262,0.649,0.09
0.238,0.59,0.172
0,0.922,0.078
0.252,0.748,0
0.166,0.834,0
0.037,0.722,0.24
0.313,0.64,0.047
0.116,0.825,0.059
0.188,0.594,0.218
0,0.863,0.137
0.124,0.779,0.097
0.316,0.645,0.039
0,1,0
0.185,0.725,0.09
0,0.787,0.213
0.184,0.711,0.105
0.349,0.651,0
0.12,0.731,0.149
0.331,0.669,0
0.071,0.858,0.071
0,0.959,0.041
0.143,0.857,0
0,1,0
0.19,0.755,0.055
0.283,0.628,0.089
0.153,0.726,0.121
0.303,0.697,0
0,1,0
0.066,0.934,0
0.101,0.899,0
0.08,0.835,0.084
0.092,0.908,0
0.224,0.776,0
0,0.817,0.183
0,0.826,0.174
0.103,0.84,0.057
0.066,0.865,0.069
0.166,0.834,0
0.117,0.883,0
0.092,0.908,0
0.17,0.77,0.059
0.13,0.87,0
0.237,0.763,0
0.243,0.68,0.077
0.164,0.836,0
0.407,0.593,0
0.097,0.903,0
0.355,0.645,0
0.198,0.802,0
0,0.92,0.08
0.073,0.927,0
0.09,0.91,0
0.155,0.845,0
0.079,0.885,0.036
0,1,0
0.125,0.875,0
0.159,0.612,0.229
0.084,0.866,0.049
0,1,0
0.236,0.764,0
0.196,0.804,0
0,0.923,0.077
0.122,0.878,0
0.117,0.69,0.192
0.282,0.659,0.059
0.364,0.636,0
0.246,0.728,0.027
0.138,0.862,0
0.07,0.866,0.064
0.12,0.88,0
0,1,0
0.047,0.953,0
0.152,0.848,0
0.121,0.879,0
0,0.882,0.118
0.31,0.69,0
0.128,0.795,0.077
0.414,0.586,0
0,1,0
0.26,0.74,0
0.121,0.879,0
0,1,0
0.235,0.765,0
0.192,0.731,0.078
0.084,0.853,0.063
0,0.787,0.213
0.181,0.773,0.047
0.137,0.863,0
0.297,0.703,0
0.195,0.578,0.227
0.076,0.924,0
0.079,0.786,0.134
0.103,0.897,0
0,0.924,0.076
0.038,0.962,0
0,0.931,0.069
0.072,0.82,0.107
0.315,0.565,0.12
0.374,0.626,0
0.086,0.914,0
0.082,0.862,0.055
0.145,0.855,0
0.093,0.81,0.097
0.085,0.915,0
0.072,0.866,0.062
0.312,0.655,0.032
0.07,0.93,0
0.129,0.871,0
0.192,0.808,0
0,1,0
0,1,0
0.231,0.712,0.056
0.18,0.686,0.135
0,1,0
0.08,0.92,0
0.286,0.714,0
0,1,0
0.325,0.675,0
0.206,0.794,0
0.222,0.719,0.059
0.301,0.699,0
0.117,0.738,0.144
0.112,0.838,0.05
0.05,0.95,0
0.141,0.792,0.067
0.153,0.847,0
0,0.839,0.161
0.191,0.809,0
0.207,0.793,0
0.254,0.746,0
0.236,0.764,0
0,0.874,0.126
0,0.886,0.114
0.165,0.748,0.087
0.088,0.83,0.082
0,0.684,0.316
0.337,0.616,0.047
0,1,0
0,1,0
0.093,0.779,0.128
0.12,0.735,0.145
0.066,0.867,0.067
0,0.847,0.153
0.09,0.91,0
0.13,0.532,0.339
0,0.697,0.303
0.086,0.82,0.094
0.1,0.553,0.348
0.045,0.955,0
0.245,0.682,0.073
0.061,0.652,0.287
0.063,0.827,0.111
0.212,0.745,0.043
0,0.678,0.322
0.051,0.864,0.085
0.172,0.828,0
0,0.76,0.24
0,1,0
0.039,0.728,0.232
0,0.798,0.202
0,1,0
0,0.805,0.195
0,1,0
0,1,0
0.2,0.8,0
0.114,0.776,0.11
0,1,0
0.146,0.814,0.04
0,0.814,0.186
0.049,0.951,0
0,0.904,0.096
0,0.829,0.171
0.045,0.955,0
0.207,0.727,0.065
0.091,0.646,0.263
0,1,0
0.187,0.813,0
0,1,0
0.064,0.738,0.198
0.275,0.725,0
0.075,0.849,0.076
0.094,0.825,0.081
0,1,0
0.114,0.698,0.188
0.214,0.712,0.074
0.108,0.781,0.111
0.054,0.83,0.116
0,1,0
0.118,0.882,0
0.062,0.89,0.049
0.128,0.81,0.062
0.043,0.912,0.045
0.096,0.848,0.056
0.172,0.593,0.235
0.106,0.894,0
0.054,0.908,0.038
0.18,0.82,0
0,1,0
0.043,0.761,0.196
0.116,0.884,0
0.204,0.796,0
0.297,0.703,0
0.237,0.651,0.111
0,1,0
0.047,0.901,0.052
0,1,0
0.126,0.874,0
0.052,0.847,0.1
0.164,0.519,0.317
0.308,0.692,0
0,0.798,0.202
0,1,0
0,0.926,0.074
0.113,0.819,0.068
0,0.954,0.046
0.175,0.762,0.064
0,1,0
0.195,0.805,0
0,0.858,0.142
0,0.905,0.095
0,0.956,0.044
0.133,0.803,0.064
0,1,0
0,0.891,0.109
0,0.84,0.16
0.161,0.488,0.351
0.252,0.672,0.076
0,0.713,0.287
0,0.725,0.275
0,0.924,0.076
0.046,0.886,0.068
0.097,0.79,0.112
0.295,0.665,0.041
0.063,0.715,0.222
0.205,0.795,0
0.039,0.961,0
0,0.933,0.067
0.125,0.749,0.126
0,0.873,0.127
0.251,0.639,0.11
0.041,0.923,0.036
0.077,0.674,0.249
0.073,0.862,0.065
0.188,0.668,0.145
0,1,0
0.192,0.644,0.164
0.082,0.834,0.084
0.288,0.712,0
0,0.936,0.064
0.155,0.752,0.093
0.068,0.757,0.175
0.16,0.784,0.055
0.04,0.647,0.313
0.148,0.686,0.166
0.062,0.679,0.259
0.095,0.734,0.171
0,1,0
0,0.773,0.227
0,1,0
0,0.683,0.317
0,1,0
0.051,0.868,0.081
0.174,0.826,0
0.046,0.738,0.215
0.104,0.799,0.097
0.122,0.694,0.184
0.181,0.819,0
0.307,0.693,0
0.19,0.81,0
0.273,0.648,0.079
0.144,0.676,0.18
0.283,0.657,0.06
0.173,0.759,0.068
0.186,0.62,0.194
0,0.858,0.142
0.175,0.769,0.055
0.063,0.809,0.128
0.049,0.752,0.199
0.106,0.894,0
0.032,0.846,0.122
0.082,0.918,0
0.114,0.78,0.106
0.301,0.699,0
0.181,0.819,0
0,0.897,0.103
0.152,0.848,0
0,0.894,0.106
0,0.816,0.184
0,1,0
0.109,0.799,0.091
0.101,0.899,0
0.037,0.902,0.061
0.089,0.911,0
0.036,0.913,0.051
0.036,0.964,0
0.294,0.65,0.056
0.153,0.847,0
0,1,0
0.104,0.784,0.112
0.086,0.703,0.211
0.257,0.743,0
0,1,0
0.178,0.822,0
0,1,0
0,0.798,0.202
0.183,0.737,0.079
0.218,0.662,0.119
0,0.836,0.164
0.094,0.797,0.109
0.038,0.909,0.053
0.118,0.642,0.24
0.071,0.775,0.154
0.067,0.933,0
0,0.886,0.114
0.062,0.938,0
0.073,0.758,0.169
0,0.811,0.189
0.174,0.597,0.229
0.239,0.761,0
0,0.906,0.094
0.216,0.784,0
0,0.798,0.202
0.19,0.771,0.039
0.122,0.807,0.071
0.146,0.854,0
0,1,0
0.101,0.899,0
0,0.846,0.154
0.073,0.564,0.364
0,0.749,0.251
0,0.827,0.173
0.159,0.785,0.056
0.052,0.948,0
0,0.9,0.1
0.12,0.833,0.047
0,0.782,0.218
0,0.897,0.103
0.233,0.767,0
0.05,0.723,0.227
0.144,0.776,0.08
0.112,0.714,0.174
0.039,0.797,0.165
0.154,0.689,0.157
0.166,0.834,0
0.05,0.708,0.243
0.189,0.811,0
0.274,0.549,0.177
0,0.809,0.191
0.11,0.718,0.172
0,1,0
0.174,0.47,0.356
0,0.605,0.395
0.113,0.705,0.182
0.189,0.623,0.188
0.113,0.675,0.212
0,0.772,0.228
0.109,0.752,0.14
0.094,0.854,0.052
0.077,0.783,0.14
0.158,0.721,0.121
0,0.713,0.287
0.094,0.793,0.113
0.125,0.672,0.204
0.058,0.804,0.139
0.067,0.933,0
0.306,0.562,0.132
0.127,0.67,0.202
0,0.791,0.209
0.264,0.736,0
0.191,0.703,0.106
0.061,0.874,0.065
0.05,0.95,0
0.064,0.868,0.068
0.062,0.773,0.164
0,0.71,0.29
0,1,0
0.174,0.826,0
0.182,0.548,0.27
0.104,0.737,0.16
0.095,0.81,0.095
0.189,0.638,0.173
0,1,0
0,0.859,0.141
0,0.89,0.11
0.238,0.566,0.196
0.077,0.923,0
0,1,0
0,1,0
0.107,0.743,0.15
0.136,0.864,0
0.16,0.722,0.117
0,1,0
0.254,0.746,0
0.154,0.744,0.102
0.067,0.793,0.14
0.107,0.748,0.145
0.137,0.795,0.068
0.093,0.845,0.062
0.08,0.792,0.128
0,0.701,0.299
0.186,0.814,0
0.221,0.779,0
0.125,0.875,0
0.103,0.656,0.241
0.09,0.771,0.139
0.599,0.401,0
0,0.598,0.402
0.218,0.644,0.139
0.459,0.541,0
0.075,0.857,0.068
0.315,0.618,0.067
0.084,0.829,0.088
0.171,0.569,0.261
0.109,0.773,0.118
0,1,0
0.028,0.808,0.164
0.097,0.692,0.212
0,1,0
0.076,0.868,0.056
0.094,0.676,0.23
0.19,0.81,0
0.192,0.72,0.088
0.18,0.752,0.068
0.093,0.644,0.264
0.229,0.61,0.161
0.041,0.841,0.118
0.28,0.571,0.149
0.211,0.746,0.043
0.094,0.833,0.072
0.24,0.574,0.187
0.081,0.867,0.052
0.215,0.785,0
0.166,0.834,0
0.232,0.707,0.062
0.073,0.654,0.274
0,0.718,0.282
0.231,0.769,0
0.311,0.652,0.037
0.183,0.761,0.056
0.086,0.914,0
0.282,0.718,0
0.154,0.812,0.035
0,0.689,0.311
0.132,0.671,0.197
0,0.732,0.268
0.115,0.601,0.284
0.102,0.811,0.088
0.07,0.679,0.251
0.171,0.782,0.047
0.158,0.764,0.078
0,1,0
0.181,0.775,0.043
0.04,0.857,0.103
0.135,0.796,0.069
0.091,0.717,0.192
0.113,0.734,0.153
0,0.661,0.339
0,1,0
0.055,0.945,0
0,0.809,0.191
0.04,0.8,0.16
0.204,0.665,0.13
0,1,0
0.35,0.65,0
0.2,0.8,0
0.135,0.831,0.035
0,0.863,0.137
0,0.815,0.185
0.134,0.784,0.082
0.116,0.734,0.15
0,0.705,0.295
0.174,0.772,0.054
0,0.872,0.128
0.048,0.83,0.122
0.099,0.838,0.063
0.068,0.87,0.062
0,0.826,0.174
0.023,0.787,0.19
0.132,0.72,0.148
0,0.927,0.073
0.188,0.812,0
0.159,0.686,0.155
0.141,0.859,0
0.184,0.816,0
0.11,0.89,0
0.06,0.87,0.069
0.133,0.71,0.157
0.141,0.663,0.196
0.154,0.794,0.052
0.04,0.789,0.171
0,0.867,0.133
0,0.848,0.152
0,0.807,0.193
0,0.524,0.476
0.16,0.84,0
0.182,0.771,0.046
0.116,0.884,0
0.11,0.783,0.107
0.16,0.76,0.08
0.229,0.672,0.099
0.208,0.792,0
0.618,0.382,0
0,1,0
0.589,0.213,0.198
0.133,0.811,0.056
0.456,0.51,0.033
0,1,0
0.536,0.464,0
0,1,0
0.315,0.685,0
0.076,0.834,0.09
0.136,0.712,0.152
0.341,0.659,0
0.261,0.631,0.108
0.087,0.913,0
0.484,0.516,0
0.35,0.524,0.126
0.205,0.694,0.101
0.308,0.692,0
0.129,0.625,0.246
0.194,0.806,0
0.094,0.832,0.074
0.264,0.685,0.051
0.156,0.844,0
0.21,0.563,0.227
0.122,0.703,0.174
0,0.729,0.271
0.279,0.514,0.207
0,0.763,0.237
0.223,0.676,0.101
0,0.84,0.16
0.139,0.634,0.226
0.119,0.661,0.22
0.096,0.792,0.112
0.078,0.708,0.214
0,0.719,0.281
0,1,0
0.261,0.653,0.086
0.194,0.806,0
0,1,0
0,0.655,0.345
0.099,0.765,0.136
0.141,0.377,0.482
0.203,0.564,0.233
0.201,0.572,0.227
0.124,0.736,0.141
0.243,0.757,0
0.171,0.829,0
0,1,0
0.289,0.504,0.207
0.445,0.477,0.078
0.184,0.442,0.374
0.141,0.78,0.079
0.086,0.3,0.614
0,0.656,0.344
0.52,0.48,0
0,1,0
0.305,0.615,0.08
0.294,0.706,0
0,0.869,0.131
0.06,0.94,0
0,0.795,0.205
0.056,0.741,0.203
0.075,0.866,0.06
0.129,0.752,0.119
0.069,0.931,0
0,0.885,0.115
0.348,0.59,0.062
0.092,0.908,0
0.164,0.651,0.185
0.136,0.74,0.123
0.121,0.879,0
0.124,0.876,0
0,0.911,0.089
0,1,0
0,1,0
0,0.865,0.135
0,0.705,0.295
0,1,0
0,0.93,0.07
0.249,0.751,0
0.076,0.808,0.116
0.074,0.856,0.069
0.257,0.451,0.292
0,1,0
0,0.859,0.141
0.106,0.894,0
0,1,0
0.173,0.827,0
0,1,0
0,1,0
0.075,0.746,0.178
0.218,0.782,0
0,0.905,0.095
0.071,0.848,0.081
0.181,0.819,0
0.155,0.703,0.142
0.082,0.814,0.103
